team_id,season_id,matches,goalsScored,goalsConceded,assists,shots,shotsOnTarget,bigChances,bigChancesCreated,averageBallPossession,totalPasses,accuratePassesPercentage,tackles,interceptions,clearances,saves,yellowCards,redCards,avgRating
3061,17762,34,72,36,47,473,166,89,69,57.647058823529,16417,82.670402631419,520,344,601,104,84,3,6.9487124463519
3086,17762,34,49,22,39,473,166,75,64,57.735294117647,18245,83.189915045218,519,358,559,91,69,0,6.9754310344828
3050,17762,33,72,46,44,464,182,90,66,56.727272727273,15631,80.506685432794,557,392,691,102,85,5,6.8991169977925
3051,17762,34,64,46,43,528,195,87,62,53.029411764706,15400,81.435064935065,600,393,634,119,67,0,6.8988738738739
24759,17762,34,47,46,31,364,130,58,43,44.411764705882,12215,76.185018419975,544,363,791,114,84,9,6.7843347639485
3052,17762,34,44,44,29,463,144,85,63,55.029411764706,16187,81.244208315315,586,306,668,92,88,9,6.8275862068966
3056,17762,34,39,55,28,347,124,53,42,43.558823529412,12589,79.092858845023,489,377,788,113,81,6,6.7452789699571
3085,17762,34,40,38,22,340,120,59,38,46.470588235294,13723,76.499307731546,525,420,777,102,89,4,6.8127155172414
6362,17762,34,37,43,28,442,154,72,53,47.794117647059,13031,75.903614457831,637,417,680,88,76,6,6.8274336283186
3072,17762,34,35,50,25,424,153,63,42,47.941176470588,13526,79.846222090788,481,321,671,103,82,7,6.7352297592998
3064,17762,34,48,50,31,430,149,62,46,50.823529411765,14673,78.974988073332,631,374,794,117,71,8,6.8663066954644
3076,17762,34,49,54,34,485,156,69,51,49.5,14603,79.182359789084,578,304,649,101,65,4,6.8015350877193
3103,17762,34,38,53,31,355,128,54,43,46.617647058824,12830,75.837879968823,528,426,776,120,89,4,6.7381156316916
6063,17762,34,53,62,34,503,172,94,63,47.058823529412,13516,78.847292098254,605,410,756,111,69,2,6.8143805309735
3054,17762,34,37,42,24,391,129,64,48,48.382352941176,13941,77.949931855677,587,432,613,94,69,7,6.8075757575758
3055,17762,34,28,37,15,449,130,74,51,51.676470588235,14565,76.855475454858,596,421,579,66,77,1,6.7799568965517
55603,17762,34,36,43,23,442,133,44,35,49.117647058824,13652,78.171696454732,554,378,597,103,66,2,6.7930885529158
24748,17762,33,33,54,22,373,131,73,54,46.575757575758,13254,78.044363965595,483,391,672,107,79,2,6.7560439560439
